actual_required_capacity,reactive_capacity,lagged_capacity,predictive_capacity,forecast_p50,forecast_p90
0.3711329506850284,0.6166105453909663,0.43009473988867686,0.4583490345151732,0.3287607975754518,0.42965697473776787
0.32993210166438,0.6166105453909663,0.3711329506850284,0.3583490345151732,0.3404759909797827,0.44707753061926425
0.3003608967257867,0.6166105453909663,0.32993210166438,0.4517798746008143,0.3439977335485885,0.4517798746008143
0.32495147442075956,0.6166105453909663,0.3003608967257867,0.48233469953798463,0.37664963830292153,0.48233469953798463
0.39032948372143705,0.6166105453909663,0.32495147442075956,0.48233469953798463,0.3673814978559771,0.47871239855503706
0.377390839709218,0.6166105453909663,0.39032948372143705,0.48233469953798463,0.3676673835918572,0.4783415679373212
0.35180237359282956,0.6166105453909663,0.377390839709218,0.48233469953798463,0.34579845879038645,0.4587639966040104
0.420564725259832,0.6166105453909663,0.35180237359282956,0.48233469953798463,0.34163476557200223,0.44381833953397337
0.4492103109843348,0.6166105453909663,0.420564725259832,0.48233469953798463,0.32923458888812807,0.43339440061915235
0.4441948220468973,0.6166105453909663,0.4492103109843348,0.48233469953798463,0.3542866626493736,0.4711247155198576
0.43133768657826094,0.6166105453909663,0.4441948220468973,0.48233469953798463,0.360046647054938,0.47169236596431974
